,PE_Shiller,PE_multpl,PE_investorsfriend,PE_fullratio,PE_HSI
1970-01-01 00:00:00.000001881,17.286243553973446,12.11,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,17.286243553973446,11.92,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,17.286243553973446,11.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,17.286243553973446,11.57,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,17.286243553973446,11.39,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,17.286243553973446,12.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,13.27,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,13.07,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,12.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,12.68,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,12.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,12.29,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,12.11,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,11.92,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,11.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,11.57,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,11.39,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.724836648772897,12.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,13.27,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,13.07,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,12.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,12.68,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,12.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,12.29,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,12.11,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,11.92,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,11.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,11.57,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,11.39,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.261989411181354,12.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,13.27,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,13.07,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,12.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,12.68,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,12.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,12.29,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,12.11,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,11.92,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,11.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,11.57,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,11.39,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,16.47864231664487,12.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,13.27,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,13.07,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,12.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,12.68,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,12.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,12.29,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,12.11,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,11.92,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,11.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,11.57,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,11.39,20.1,29.55,11.83
1970-01-01 00:00:00.000001881,15.95875420610508,12.74,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.678764160028743,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.153861528363038,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.091670299486744,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.916997168375302,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.567103202191758,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,14.327404890131673,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.240559761217828,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.525429331463034,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,16.081106624462315,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.75558103052656,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.19267031316534,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,13.38,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,13.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,12.98,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,12.78,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,12.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,12.4,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,12.21,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,12.03,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,11.85,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,11.67,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,11.5,20.1,29.55,11.83
1970-01-01 00:00:00.000001882,15.382128332081969,13.48,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.27025911909857,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.75759014617622,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.05125412140164,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.482067222036674,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.335497637337069,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.903388388583796,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.948783127017029,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.196810876629849,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.494692425793458,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.04805627022384,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,11.35,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,11.18,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,15.408218142448874,13.59,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,13.0,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,12.8,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,12.61,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,12.42,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,12.23,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,12.05,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,11.87,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,11.69,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,11.52,20.1,29.55,11.83
1970-01-01 00:00:00.000001883,14.896403941887169,11.35,20.1,29.55,11.83
